"Disclaimer - Users of this site acknowledge that the information contained in these files is a guide for informational purposes only, and is not to be considered as a substitute for the professional judgment of the physician, pharmacist, or any other health care professional providing services to a member, or to contradict any applicable laws and procedures.",,,,,,,,,,,,,,,,,,,,
AHFS CODE,AHFS DESCRIPTION,CHEMICAL NAME,DOSAGE FORM,STRENGTH,ITEM NAME,DIN,MANUFACTURER,AB,BC,MB,NB,NF,NS,NT,NU,ON,PE,QC,SK,YT
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,400MG,GLEEVEC 400MG TAB,02253283,NOV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,400MG,IMATINIB 400MG TAB,02504618,SAN,Not Determined,Not Determined,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined,Open Benefit,Open Benefit,Open Benefit,Not Determined,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,400MG,IMATINIB 400MG TAB,02521210,SIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined,Not Determined,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,400MG,JAMP IMATINIB 400MG TAB,02495074,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,400MG,MINT-IMATINIB 400MG TAB,02492342,MIN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,400MG,NAT-IMATINIB 400MG TAB,02397293,NPH,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,400MG,PMS-IMATINIB 400MG TAB,02431122,PMS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,400MG,TEVA-IMATINIB 400MG TAB,02399814,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,NILOTINIB,CAP,150MG,APO-NILOTINIB 150MG CAP,02550881,APO,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,NILOTINIB,CAP,200MG,APO-NILOTINIB 200MG CAP,02550903,APO,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,NILOTINIB HCL,CAP,150MG,REDDY-NILOTINIB 150MG CAP,02556634,REC,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,NILOTINIB HCL,CAP,150MG,TASIGNA 150MG CAP,02368250,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,NILOTINIB HCL,CAP,200MG,REDDY-NILOTINIB 200MG CAP,02556642,REC,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,NILOTINIB HCL,CAP,200MG,TASIGNA 200MG CAP,02315874,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,PONATINIB HCL,TAB,15MG,ICLUSIG 15MG TAB,02437333,TAK,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,PONATINIB HCL,TAB,45MG,ICLUSIG 45MG TAB,02437341,TAK,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DABRAFENIB,CAP,50MG,TAFINLAR 50MG CAP,02409607,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DABRAFENIB,CAP,75MG,TAFINLAR 75MG CAP,02409615,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ENCORAFENIB,CAP,75MG,BRAFTOVI 75MG CAP,02513099,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,VEMURAFENIB,TAB,240MG,ZELBORAF 240MG TAB,02380242,HLR,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ACALABRUTINIB,CAP,100MG,CALQUENCE 100MG CAP,02491788,AZE,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ACALABRUTINIB MALEATE,TAB,100MG,CALQUENCE 100MG TAB,02535696,AZE,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,IBRUTINIB,CAP,140MG,IMBRUVICA 140MG CAP,02434407,JNO,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ZANUBRUTINIB,CAP,80MG,BRUKINSA 80MG CAP,02512963,BEG,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ZANUBRUTINIB,TAB,160MG,BRUKINSA 160MG TAB,02554267,BEG,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ERDAFITINIB,TAB,3MG,BALVERSA 3MG TAB,02493217,JNO,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ERDAFITINIB,TAB,4MG,BALVERSA 4MG TAB,02493225,JNO,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ERDAFITINIB,TAB,5MG,BALVERSA 5MG TAB,02493233,JNO,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,10MG,AFINITOR 10MG TAB,02339528,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,10MG,NAT-EVEROLIMUS 10MG TAB,02530120,NPH,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,10MG,PMS-EVEROLIMUS 10MG TAB,02504693,PMS,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,10MG,REDDY-EVEROLIMUS 10MG TAB,02532433,REC,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,10MG,SANDOZ-EVEROLIMUS 10MG TAB,02492946,SDZ,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,10MG,TEVA-EVEROLIMUS 10MG TAB,02463253,TEP,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,2.5MG,AFINITOR 2.5MG TAB,02369257,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,2.5MG,NAT-EVEROLIMUS 2.5MG TAB,02530090,NPH,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,2.5MG,PMS-EVEROLIMUS 2.5MG TAB,02504677,PMS,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,2.5MG,REDDY-EVEROLIMUS 2.5MG TAB,02532409,REC,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Not Determined,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,2.5MG,SANDOZ-EVEROLIMUS 2.5MG TAB,02492911,SDZ,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,2.5MG,TEVA-EVEROLIMUS 2.5MG TAB,02463229,TEP,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,2MG,AFINITOR DISPERZ 2MG TAB,02425645,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,3MG,AFINITOR DISPERZ 3MG TAB,02425653,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,5MG,AFINITOR 5MG TAB,02339501,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,5MG,AFINITOR DISPERZ 5MG TAB,02425661,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,5MG,NAT-EVEROLIMUS 5MG TAB,02530104,NPH,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,5MG,PMS-EVEROLIMUS 5MG TAB,02504685,PMS,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,5MG,REDDY-EVEROLIMUS 5MG TAB,02532417,REC,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,5MG,SANDOZ-EVEROLIMUS 5MG TAB,02492938,SDZ,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,EVEROLIMUS,TAB,5MG,TEVA-EVEROLIMUS 5MG TAB,02463237,TEP,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,CABOZANTINIB,TAB,20MG,CABOMETYX 20MG TAB,02480824,IPS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,CABOZANTINIB,TAB,40MG,CABOMETYX 40MG TAB,02480832,IPS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,CABOZANTINIB,TAB,60MG,CABOMETYX 60MG TAB,02480840,IPS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,GILTERITINIB FUMARATE,TAB,40MG,XOSPATA 40MG TAB,02495058,AST,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,MIDOSTAURIN,CAP,25MG,RYDAPT 25MG CAP,02466236,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,PAZOPANIB HCL,TAB,200MG,EUGIA-PAZOPANIB 200MG TAB,02552957,EPH,Not Determined,Not Determined,Not Determined,Not Determined,Limited Use,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,PAZOPANIB HCL,TAB,200MG,PMS-PAZOPANIB 200MG TAB,02525666,PMS,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,PAZOPANIB HCL,TAB,200MG,VOTRIENT 200MG TAB,02352303,GSK,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,REGORAFENIB,TAB,40MG,STIVARGA 40MG TAB,02403390,BAY,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,RIPRETINIB,TAB,50MG,QINLOCK 50MG TAB,02500833,DEC,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB,CAP,12.5MG,SANDOZ SUNITINIB 12.5MG CAP,02532840,SDZ,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB,CAP,25MG,SANDOZ SUNITINIB 25MG CAP,02532867,SDZ,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB,CAP,50MG,SANDOZ SUNITINIB 50MG CAP,02532883,SDZ,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,12.5MG,AURO-SUNITINIB 12.5MG CAP,02532190,AUR,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Not Determined,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,12.5MG,SUTENT 12.5MG CAP,02280795,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,12.5MG,TARO-SUNITINIB 12.5MG CAP,02524058,TAR,Not Determined,Not Determined,Limited Use,Limited Use,Not Determined,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,12.5MG,TEVA-SUNITINIB 12.5MG CAP,02526204,TEP,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,25MG,AURO-SUNITINIB 25MG CAP,02532204,AUR,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Not Determined,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,25MG,SUTENT 25MG CAP,02280809,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,25MG,TARO-SUNITINIB 25MG CAP,02524066,TAR,Not Determined,Not Determined,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,25MG,TEVA-SUNITINIB 25MG CAP,02526212,TEP,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,50MG,AURO-SUNITINIB 50MG CAP,02532220,AUR,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Limited Use,Not Determined,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,50MG,SUTENT 50MG CAP,02280817,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,50MG,TARO-SUNITINIB 50MG CAP,02524082,TAR,Not Determined,Not Determined,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,SUNITINIB MALATE,CAP,50MG,TEVA-SUNITINIB 50MG CAP,02526220,TEP,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,VANDETANIB,TAB,100MG,CAPRELSA 100MG TAB,02378582,SAC,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,VANDETANIB,TAB,300MG,CAPRELSA 300MG TAB,02378590,SAC,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,BINIMETINIB,TAB,15MG,MEKTOVI 15MG TAB,02513080,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,COBIMETINIB,TAB,20MG,COTELLIC 20MG TAB,02452340,HLR,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,SELUMETINIB,CAP,10MG,KOSELUGO 10MG CAP,02530139,ALE,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,SELUMETINIB,CAP,25MG,KOSELUGO 25MG CAP,02530147,ALE,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,TRAMETINIB,TAB,0.5MG,MEKINIST 0.5MG TAB,02409623,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,TRAMETINIB,TAB,2MG,MEKINIST 2MG TAB,02409658,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ENTRECTINIB,CAP,100MG,ROZLYTREK 100MG CAP,02495007,HLR,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ENTRECTINIB,CAP,200MG,ROZLYTREK 200MG CAP,02495015,HLR,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,LAROTRECTINIB,CAP,100MG,VITRAKVI 100MG CAP,02490323,BAY,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,LAROTRECTINIB,CAP,25MG,VITRAKVI 25MG CAP,02490315,BAY,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
